bowler,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
MN Samuels,7,4,21,2,39,6,0,7,6,6,24,9,6,24,31,1,26,28,0,31
MP Stoinis,30,17,59,20,64,33,47,75,67,78,103,76,67,81,103,32,81,74,18,115
MP Yadav,0,0,0,13,0,6,5,4,7,13,0,6,0,8,17,3,0,0,0,0
MR Marsh,0,12,9,14,62,53,42,30,61,25,73,33,39,46,50,19,38,79,72,5
MS Gony,36,164,79,132,137,144,34,42,33,13,47,53,27,57,48,56,17,71,12,48
MW Short,13,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0
Mandeep Singh,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0
Mashrafe Mortaza,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,23
Mayank Dagar,0,0,0,9,0,20,17,20,9,21,21,16,9,17,17,12,10,0,0,0
Mohammad Asif,0,74,0,65,0,2,0,0,5,15,0,8,14,0,8,13,21,40,20,4
Mohammad Hafeez,0,0,0,0,0,0,8,11,25,7,6,2,0,2,0,0,0,0,0,0
Mohammad Nabi,21,29,28,39,10,46,34,51,33,36,15,50,26,17,44,10,0,3,0,22
Mohammed Shami,233,270,377,247,308,163,21,32,49,60,49,38,111,76,129,138,223,222,318,222
Mohammed Siraj,185,189,270,165,252,178,62,45,37,41,14,64,46,68,125,112,205,215,305,98
Mohit Rathee,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21,0,0,0,0,0
Mohsin Khan,50,66,45,88,31,16,22,5,16,8,0,16,11,28,34,8,66,56,61,36
Monu Kumar,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Mujeeb Ur Rahman,0,48,25,44,14,17,24,11,23,34,13,28,38,73,35,46,42,37,0,12
Mukesh Choudhary,73,36,92,6,77,6,12,0,0,0,3,14,16,0,13,0,30,6,18,30
Mukesh Kumar,14,27,9,44,58,61,23,0,10,11,31,16,4,24,24,78,15,80,61,83
Mustafizur Rahman,48,62,17,113,67,181,15,34,16,60,19,53,67,51,89,50,210,163,256,132
N Burger,0,33,0,33,0,27,10,0,0,0,17,3,0,0,3,0,0,8,4,0
N Rana,37,0,0,0,0,0,7,26,22,19,29,14,12,7,48,0,3,18,5,0
N Thushara,29,0,50,0,20,17,0,0,0,9,0,0,12,0,10,8,17,15,20,32
N Wadhera,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0
NA Saini,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,22
NB Singh,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND Doshi,5,0,0,14,13,0,0,1,0,2,19,3,0,10,0,10,1,0,0,0
NJ Rimmington,0,4,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
NL McCullum,2,0,10,0,0,0,0,0,4,0,0,7,0,11,0,0,0,0,0,0
NLTC Perera,4,17,22,34,74,67,59,17,25,16,56,27,52,40,61,79,64,110,42,132
NM Coulter-Nile,48,51,98,83,48,81,14,18,20,42,10,8,48,46,68,41,74,80,77,108
NT Ellis,0,0,0,2,44,64,6,17,6,22,14,18,28,37,25,54,84,12,41,22
Naman Dhir,0,0,0,0,0,6,0,8,0,23,0,0,0,0,17,0,0,0,0,0
Navdeep Saini,6,108,48,85,59,75,34,13,22,21,18,23,26,49,62,36,73,68,42,43
Naveen-ul-Haq,6,58,37,45,49,36,0,11,25,0,7,4,0,10,42,29,40,50,83,39
Nithish Kumar Reddy,0,17,0,0,9,0,21,10,23,0,0,31,33,0,0,36,0,0,0,18
Noor Ahmad,0,0,0,0,5,42,63,68,78,33,97,57,83,34,18,18,25,8,0,8
O Thomas,0,15,13,9,5,10,0,0,0,0,0,0,8,0,0,0,11,5,0,0
OC McCoy,0,0,0,14,0,0,10,17,31,14,15,0,18,0,21,0,30,6,25,30
OF Smith,0,0,0,2,9,10,9,20,0,18,11,29,22,0,0,0,0,0,17,26
P Amarnath,0,0,0,0,12,0,10,38,22,0,27,12,20,30,26,18,21,0,0,0
P Awana,8,40,31,48,113,111,60,23,37,24,43,14,63,32,58,27,59,70,99,40
P Dubey,0,0,0,0,0,0,8,10,20,23,0,0,0,10,8,11,0,0,0,0
P Kumar,419,46,575,89,426,99,71,46,19,27,50,42,40,59,100,190,143,194,261,210
P Negi,14,10,29,0,11,0,104,26,120,42,113,66,94,72,77,75,0,11,52,6
P Parameswaran,0,0,42,0,12,10,12,7,25,11,9,3,1,15,12,6,0,31,5,18
P Prasanth,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
P Ray Barman,0,0,0,0,0,0,6,0,18,0,0,0,12,0,0,20,0,0,0,0
P Sahu,0,0,0,0,0,9,12,0,22,9,15,15,3,29,0,30,0,0,0,0
P Suyal,12,18,25,22,0,9,14,0,0,0,0,0,0,1,0,16,0,12,0,11
PC Valthaty,0,0,0,0,0,0,9,4,28,10,18,27,20,34,20,10,7,1,11,0
PD Collingwood,0,0,0,0,0,0,0,8,7,10,17,0,27,6,4,7,0,7,7,0
PH Solanki,0,0,0,0,0,0,6,0,0,0,0,0,4,0,13,0,15,0,0,0
PJ Cummins,75,122,129,76,172,146,29,27,109,53,28,45,107,63,43,108,159,143,97,121
PJ Sangwan,26,138,70,77,95,74,95,44,46,31,53,37,75,43,62,43,30,61,57,25
PM Sarvesh Kumar,0,0,0,0,0,7,9,3,9,0,0,0,13,0,0,0,0,0,0,0
PP Chawla,27,62,65,78,87,238,329,384,451,470,573,384,433,326,488,204,195,85,54,94
PP Ojha,11,15,41,26,86,135,195,202,162,117,228,162,158,154,135,184,94,104,26,26
PV Tambe,0,0,6,24,29,51,58,92,73,83,33,67,50,40,86,67,3,61,11,0
PVD Chameera,22,47,57,20,24,42,17,0,12,0,19,15,9,4,0,2,46,16,54,7
PWH de Silva,0,0,7,31,30,31,19,72,72,63,72,32,50,55,92,57,42,3,13,0
Pankaj Singh,9,53,11,42,37,36,40,31,17,11,0,21,0,14,24,8,63,0,36,0
Parvez Rasool,0,26,6,9,31,28,5,14,6,26,53,26,11,13,14,0,0,0,0,0
R Ashwin,129,94,213,210,261,415,245,407,337,406,290,460,338,333,272,300,201,183,9,75
R Bhatia,0,0,0,0,18,7,125,147,162,199,179,222,252,197,152,101,73,55,35,62
R Dhawan,16,23,12,39,26,84,61,46,88,33,31,57,58,50,77,28,35,27,17,43
R Goyal,0,0,0,0,0,0,0,8,0,3,0,8,0,14,0,0,0,0,0,0
R McLaren,28,23,48,40,27,38,20,23,18,14,15,10,37,26,11,19,9,37,28,49
R Ninan,0,0,0,0,0,0,9,0,15,0,25,0,0,0,0,16,0,0,0,0
R Parag,0,0,10,0,0,0,56,35,51,7,71,11,19,22,0,0,0,4,0,14
R Powell,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,13,0,0,0
R Rampaul,54,17,46,4,33,3,17,6,0,0,0,4,5,5,7,15,13,19,40,11
R Ravindra,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0
R Sai Kishore,0,0,0,4,0,15,13,12,26,4,36,15,30,20,13,14,0,16,35,0
R Sanjay Yadav,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
R Sathish,0,0,0,0,0,0,4,18,8,12,28,47,12,7,15,36,18,21,1,0
R Sharma,5,0,8,20,28,38,70,68,91,64,89,84,101,112,75,109,67,44,6,0
R Shepherd,0,5,0,9,10,12,2,12,0,8,25,9,0,66,22,15,0,0,21,31
R Shukla,0,19,4,33,16,1,8,6,0,0,7,0,10,12,16,21,0,0,7,38
R Tewatia,0,0,0,9,6,0,106,108,148,93,165,90,113,113,83,26,11,0,0,17
R Vinay Kumar,103,134,80,223,177,175,144,115,122,104,55,120,116,74,57,144,182,225,203,372
RA Jadeja,12,6,14,30,38,82,585,261,673,249,580,304,462,368,376,231,261,144,21,80
RA Shaikh,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA Tripathi,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
RD Chahar,0,10,1,20,35,26,209,221,330,136,211,239,137,189,124,85,45,40,23,21
RE van der Merwe,0,15,0,5,6,28,18,41,51,51,43,29,21,34,22,45,16,18,26,17
RG More,0,0,0,0,15,0,0,9,0,8,0,0,0,0,0,12,0,8,0,5
RG Sharma,9,8,5,12,13,16,26,43,36,35,17,28,26,32,62,19,12,25,0,14
RJ Gleeson,0,4,0,10,14,0,0,0,0,0,0,0,8,1,0,14,0,6,10,0
RJ Harris,74,81,57,152,36,32,19,17,21,12,15,11,34,15,11,41,53,76,108,133
RJ Peterson,10,0,0,0,0,0,0,0,12,0,0,0,0,9,0,19,0,20,0,0
RJW Topley,14,29,21,5,0,0,5,0,9,0,0,0,18,8,0,12,12,0,44,0
RN ten Doeschate,0,0,0,0,0,0,0,29,13,0,11,6,15,0,4,0,0,0,10,0
RP Meredith,15,7,11,9,88,17,2,12,15,23,71,16,21,35,3,36,41,67,45,38
RP Singh,156,299,136,305,78,160,23,37,13,5,17,27,20,71,106,81,144,134,178,246
RR Bhatkal,0,0,0,0,0,20,0,0,0,0,0,0,15,0,0,0,0,0,0,0
RR Bose,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RR Powar,38,37,10,23,47,2,60,42,51,10,35,21,27,30,33,15,11,0,9,0
RR Raje,0,0,0,0,0,8,20,10,0,35,3,28,8,18,7,5,17,14,27,0
RS Bopara,0,0,0,0,0,0,10,3,24,20,2,25,40,49,35,9,36,0,23,0
RS Gavaskar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
RS Hangargekar,0,0,0,10,0,0,0,0,0,4,0,15,0,11,0,0,0,7,6,0
RV Gomez,0,0,0,0,0,0,2,0,24,18,30,0,13,13,3,5,0,20,0,0
RV Patel,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,10,0,0,0,0
RW Price,0,0,0,0,14,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0
Ramandeep Singh,0,0,0,0,0,0,0,0,0,8,0,9,0,5,0,16,0,2,9,9
Rashid Khan,15,0,12,45,158,195,162,299,267,278,194,282,182,243,216,278,171,133,50,42
Rasikh Salam,5,13,10,7,25,18,4,8,0,17,34,0,51,8,22,14,11,13,64,3
Ravi Bishnoi,0,0,0,62,24,51,115,198,121,149,167,156,115,139,179,173,39,75,13,8
S Aravind,13,164,53,144,69,73,13,45,9,36,6,25,30,48,47,50,31,31,78,42
S Badree,36,23,33,43,41,9,12,12,6,19,6,23,8,0,34,4,0,0,0,0
S Dhawan,23,0,0,0,3,0,9,0,14,0,0,0,9,0,7,0,0,0,0,0
S Dube,0,0,0,0,0,0,0,11,5,14,5,9,28,30,0,6,15,2,27,23
S Gopal,8,23,33,49,19,18,161,121,219,85,136,99,110,132,66,38,22,0,0,1
S Joseph,12,0,0,0,5,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0
S Kaul,14,38,71,65,131,193,96,17,52,28,106,80,32,78,107,76,73,156,172,121
S Kaushik,0,0,0,9,11,16,28,17,20,49,29,7,9,14,25,9,18,0,30,0
S Ladda,0,0,0,0,10,17,37,44,0,5,0,11,0,3,22,31,8,14,7,12
S Lamichhane,21,14,33,32,0,0,12,0,5,21,17,55,6,6,18,32,19,0,0,0
S Midhun,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0
S Nadeem,69,84,31,74,47,95,105,171,120,187,147,172,99,108,66,73,52,36,5,12
S Narwal,7,30,14,7,24,20,3,0,17,0,1,0,0,0,13,26,17,0,16,0
S Rana,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,2,0,0,0
S Randiv,0,0,0,0,12,7,15,24,13,31,19,26,4,16,23,5,5,0,17,0
S Sandeep Warrier,50,45,49,14,43,1,15,6,0,0,0,0,22,0,0,0,0,0,0,0
S Sreesanth,58,142,88,163,108,101,11,39,16,33,7,16,30,44,17,42,95,31,63,8
S Sriram,0,0,0,0,0,0,0,0,6,0,18,0,25,0,0,0,0,0,0,0
S Tyagi,27,55,14,48,18,57,9,0,1,0,5,0,0,8,12,0,0,0,0,30
S Vidyut,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0
SA Abbott,29,11,9,0,5,0,0,0,0,0,0,0,0,14,14,0,17,0,0,0
SA Yadav,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SB Bangar,0,0,0,3,5,4,12,8,58,28,11,7,0,20,0,17,8,0,11,20
SB Jakati,24,11,21,12,28,41,113,112,173,73,115,117,128,172,78,94,52,52,0,6
SB Joshi,0,0,0,0,0,0,0,0,0,10,13,10,11,25,0,9,0,4,0,0
SB Styris,0,0,8,0,29,5,22,12,7,26,15,11,8,7,7,43,7,34,16,13
SB Wagh,0,39,0,40,0,29,0,0,0,0,0,0,0,0,0,0,0,23,0,0
SC Ganguly,0,0,0,0,0,31,17,28,45,31,53,39,31,23,29,8,0,24,0,0
SC Kuggeleijn,0,0,0,0,0,11,4,0,0,0,0,15,0,7,0,0,0,14,0,18
SD Chitnis,0,0,0,0,0,11,9,0,0,0,0,8,13,0,9,0,4,0,0,0
SE Bond,31,8,32,9,6,6,0,0,0,12,0,8,9,5,8,0,11,21,52,0
SE Rutherford,0,0,0,0,0,0,0,0,0,0,12,20,10,0,10,0,0,0,2,0
SH Johnson,0,21,0,29,0,0,0,0,0,29,0,0,2,0,30,6,7,8,8,8
SJ Srivastava,0,0,47,22,68,54,0,15,27,6,44,9,22,13,0,4,11,25,19,23
SK Raina,3,0,33,3,19,24,57,83,129,97,84,132,95,108,48,41,71,21,27,21
SK Trivedi,22,0,36,16,58,55,104,149,156,120,145,98,158,125,153,114,82,116,81,52
SK Warne,0,0,0,15,7,35,68,102,160,141,162,154,73,98,78,98,52,86,61,18
SL Malinga,130,193,212,168,221,174,15,66,24,40,87,84,158,129,95,259,294,282,336,227
SM Boland,0,0,0,10,4,8,0,0,0,0,10,0,0,0,0,0,16,0,5,0
SM Curran,112,138,77,180,66,162,9,28,0,55,40,77,74,44,89,105,173,126,212,80
SM Harwood,0,1,0,0,1,4,0,9,0,2,0,0,0,0,0,20,0,14,0,10
SM Pollock,56,11,72,5,58,3,28,0,0,0,24,0,14,0,18,8,0,0,0,0
SMSM Senanayake,3,22,6,31,2,43,0,21,0,0,0,5,40,0,0,19,4,10,0,0
SN Khan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SN Thakur,33,221,71,188,170,201,66,50,102,53,77,112,100,101,124,217,126,203,319,213
SP Narine,41,44,65,215,370,288,245,188,180,243,247,265,240,317,315,268,339,297,223,102
SPD Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
SR Tendulkar,0,0,0,0,0,0,0,0,0,11,0,12,0,15,0,19,0,0,0,0
SR Watson,29,153,89,312,129,236,27,98,93,51,40,160,48,125,88,85,219,222,139,228
SS Agarwal,11,0,0,0,0,0,0,14,0,0,3,0,0,14,0,0,0,0,0,0
SS Cottrell,33,0,31,14,18,0,0,0,0,0,0,0,3,10,5,0,4,30,13,0
SS Iyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
SS Mundhe,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS Sarkar,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,5,0,8,0,0
SSB Magala,0,0,14,0,0,14,0,0,0,6,0,7,0,0,0,4,0,0,5,0
ST Jayasuriya,0,0,0,0,10,0,11,32,25,67,34,30,50,11,20,11,47,24,0,3
STR Binny,104,16,33,26,0,10,58,57,19,44,52,74,54,79,19,25,11,29,14,17
SW Tait,30,43,33,33,84,26,20,9,2,0,6,0,8,51,27,31,20,52,41,41
SZ Mulani,0,0,0,0,12,0,8,0,3,0,0,12,0,0,0,0,0,0,0,19
Sachin Baby,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
Sandeep Sharma,410,245,469,167,350,193,35,45,39,72,58,82,141,132,114,137,168,241,209,298
Shahbaz Ahmed,13,17,18,62,51,66,46,113,76,63,78,66,41,24,53,13,25,0,0,0
Shahid Afridi,0,0,11,0,0,14,18,8,27,30,6,5,7,34,4,36,0,20,0,0
Shakib Al Hasan,39,54,120,110,114,119,124,74,107,94,136,76,90,133,116,90,87,44,19,56
Shashank Singh,0,0,0,0,0,0,0,9,0,0,5,0,0,10,0,0,0,0,0,0
Shivam Mavi,41,80,76,65,79,55,24,20,19,14,31,17,10,9,36,41,52,36,113,85
Shivam Sharma,0,0,0,0,0,0,2,9,21,21,11,17,16,17,13,13,16,0,9,0
Shoaib Ahmed,0,0,9,0,4,24,26,0,3,16,4,3,10,10,0,22,0,20,0,0
Shoaib Akhtar,12,0,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoaib Malik,0,0,0,0,0,0,0,26,0,6,0,21,0,0,0,6,0,0,0,18
Sikandar Raza,0,0,0,0,17,10,0,14,14,26,9,27,16,0,0,0,0,0,0,0
Simarjeet Singh,0,46,0,44,10,26,2,4,7,4,23,1,0,17,15,11,22,0,0,10
Sohail Tanvir,30,24,32,22,17,0,7,0,0,0,1,0,0,0,0,10,13,34,19,37
Sumit Kumar,0,0,0,0,0,0,5,0,14,0,11,0,0,0,0,0,0,0,0,6
Sunny Gupta,12,0,0,0,0,0,12,0,0,0,0,0,0,0,21,0,0,0,0,0
Suyash Sharma,0,0,3,0,19,0,18,33,26,64,29,33,11,21,43,36,27,3,0,0
Swapnil Singh,32,0,11,0,18,0,49,0,13,35,22,27,11,6,14,0,0,0,0,0
T Henderson,0,0,0,0,0,0,0,0,6,0,3,0,0,0,4,0,10,0,17,0
T Natarajan,0,16,26,113,166,167,25,59,28,30,78,86,31,108,77,123,128,239,243,157
T Shamsi,0,0,0,0,0,0,38,0,25,2,31,0,6,0,37,12,0,0,30,0
T Stubbs,0,0,0,0,0,0,0,4,10,0,0,0,9,0,0,5,0,0,0,0
T Thushara,2,16,5,20,6,5,2,10,5,4,0,0,0,0,0,4,20,10,36,7
TA Boult,497,66,642,56,288,90,7,6,51,23,38,71,97,24,78,116,130,382,255,220
TG Southee,174,109,255,120,94,67,5,3,35,26,15,13,37,58,82,23,125,149,160,132
TK Curran,0,0,11,0,0,52,0,25,0,32,0,24,0,30,17,21,14,74,52,64
TL Suman,0,0,5,0,0,0,15,7,32,3,34,4,11,11,26,0,32,15,0,0
TM Dilshan,10,13,0,9,11,17,31,48,23,39,30,33,20,40,6,6,9,10,0,6
TM Head,0,0,0,0,0,0,5,11,16,0,0,10,11,33,0,16,0,11,0,0
TP Sudhindra,0,9,0,13,0,16,0,0,7,0,9,16,0,0,13,11,22,0,16,0
TS Mills,4,6,6,8,46,22,0,0,17,34,20,0,26,14,19,15,13,23,47,8
TU Deshpande,27,161,67,146,76,67,0,0,22,27,35,18,20,28,28,81,105,94,130,52
Tejas Baroka,0,0,0,0,8,0,0,5,0,0,0,0,11,0,0,9,0,0,0,0
Tilak Varma,7,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,8,0
UT Yadav,262,350,442,300,265,184,129,60,177,77,134,84,148,158,182,153,254,167,293,366
Umar Gul,4,0,0,2,12,14,2,4,0,0,10,7,15,0,18,12,41,0,16,9
Umran Malik,0,0,0,46,15,28,70,92,53,104,11,49,56,46,38,40,0,38,20,26
V Kaverappa,11,0,1,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
V Kohli,0,0,0,0,0,0,29,25,15,32,12,73,44,56,13,17,0,9,28,1
V Pratap Singh,2,21,30,17,31,31,4,16,2,9,0,17,0,8,31,16,15,16,8,15
V Sehwag,0,0,0,0,21,24,9,17,5,2,37,19,0,47,2,29,0,2,0,19
V Shankar,0,0,0,0,7,4,31,19,44,40,33,42,44,0,0,23,20,1,4,11
V Viyaskanth,0,0,0,0,0,0,10,11,17,11,18,0,0,0,19,0,0,0,0,0
VG Arora,100,58,74,55,21,63,10,0,0,26,0,0,9,19,0,0,42,20,36,17
VR Aaron,45,51,70,102,125,134,72,41,47,44,62,23,76,53,90,67,41,32,145,81
VR Iyer,0,0,0,0,0,0,0,25,0,8,0,31,11,7,5,12,14,0,20,7
VRV Singh,0,7,0,15,13,96,8,53,10,62,9,34,19,14,36,6,29,73,21,26
VS Malik,34,6,26,12,30,43,33,29,9,0,0,11,4,5,0,0,8,0,0,4
VS Yeligati,0,0,0,0,0,12,0,0,0,0,0,18,0,10,0,0,0,0,13,0
VY Mahesh,0,0,0,36,6,102,32,27,49,19,53,0,29,15,31,2,13,8,10,46
Vijaykumar Vyshak,0,0,0,0,31,24,21,41,0,41,0,37,20,18,58,34,25,14,0,19
Vivrant Sharma,0,0,0,0,0,0,0,0,17,0,8,0,9,0,0,0,0,0,0,0
WA Mota,0,0,0,0,0,0,0,0,0,2,0,4,16,8,18,10,0,36,0,0
WD Parnell,22,80,93,65,74,93,0,19,0,9,8,27,9,24,40,66,20,97,27,108
WG Jacks,10,0,24,0,0,0,24,8,0,0,0,16,16,0,0,0,0,0,0,0
WPUJC Vaas,65,14,62,13,43,5,0,0,0,0,5,0,28,8,13,0,47,13,5,24
Washington Sundar,23,71,139,129,74,73,74,124,55,102,73,61,75,109,23,43,31,4,6,20
Y Gnaneswara Rao,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Y Nagar,0,0,0,10,0,0,0,16,0,19,0,12,30,0,30,0,0,0,0,0
Y Prithvi Raj,0,15,0,0,17,0,0,0,0,10,5,0,7,0,0,0,0,0,0,0
Y Venugopal Rao,14,13,21,9,0,10,0,13,25,38,38,47,10,6,32,11,30,12,0,0
YA Abdulla,0,22,8,20,33,15,11,8,7,13,0,14,6,0,28,17,4,21,52,15
YBK Jaiswal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
YK Pathan,121,16,84,58,47,53,65,85,69,116,62,115,140,127,92,61,34,11,0,16
YS Chahal,20,42,65,113,102,179,382,320,358,340,314,296,358,345,320,391,209,223,79,22
Yash Dayal,0,88,37,127,76,108,19,11,7,12,17,63,36,8,6,18,69,68,19,89
Yash Thakur,0,16,0,18,21,84,6,5,43,31,14,31,12,75,9,46,36,87,37,92
Yudhvir Singh,8,11,14,16,20,0,0,11,0,0,0,0,0,0,0,7,0,0,17,12
Yuvraj Singh,0,0,0,0,0,0,98,75,66,131,90,142,100,127,84,56,49,20,26,0
Z Khan,356,169,405,178,222,58,10,19,22,6,14,19,38,83,193,130,331,100,240,98
